(758, 574),
(709, 406, 160, 160),
(581, 484, 160, 160),
(734, 545, 160, 160),
(601, 614, 160, 160),
(859, 462, 160, 160),
(891, 606, 160, 160),
(759, 691, 160, 160),
(1201, 1525, 80, 80),
(1201, 1446, 80, 80),
(1177, 1486, 80, 80),
(1236, 1483, 80, 80),
(1152, 1441, 80, 80),
(1142, 1534, 80, 80),
(1122, 1483, 80, 80),
(1095, 1441, 80, 80),
(1100, 1540, 80, 80),
(1072, 1488, 80, 80),
(1060, 1540, 80, 80),
(1117, 1588, 80, 80),
(1168, 1572, 80, 80),
(1210, 1573, 80, 80),
(1257, 1530, 80, 80),
(1267, 1438, 80, 80),
(1288, 1483, 80, 80),
(1272, 1586, 80, 80),
(1048, 1593, 80, 80),
(1130, 1392, 80, 80),
(1172, 1388, 80, 80),
(1222, 1395, 80, 80),
(1300, 1531, 80, 80),
(1233, 1630, 80, 80),
(1176, 1630, 80, 80),
(1143, 1635, 80, 80),
(1101, 1641, 80, 80),
(872, 723, 40, 40),
(839, 666, 40, 40),
(882, 648, 40, 40),
(841, 577, 40, 40),
(879, 555, 40, 40),
(841, 534, 40, 40),
(876, 492, 40, 40),
(824, 443, 40, 40),
(716, 490, 40, 40),
(683, 503, 40, 40),
(752, 530, 40, 40),
(719, 557, 40, 40),
(673, 584, 40, 40),
(711, 611, 40, 40),
(697, 635, 40, 40),
(738, 637, 40, 40),
(770, 656, 40, 40),
(742, 679, 40, 40),
(779, 707, 40, 40),
(757, 734, 40, 40),
(710, 712, 40, 40),
(683, 757, 40, 40),
(716, 766, 40, 40),
(902, 772, 40, 40),
(932, 756, 40, 40),
(1022, 690, 40, 40),
(1025, 642, 40, 40),
(1009, 571, 40, 40),
(1001, 510, 40, 40),
(934, 437, 40, 40),
(854, 423, 40, 40),
(706, 409, 40, 40),
(653, 439, 40, 40),
(596, 476, 40, 40),
(569, 566, 40, 40),
(579, 707, 40, 40),
(693, 803, 40, 40),
(794, 820, 40, 40),
(2052, 1401, 40, 40),
(2141, 1350, 40, 40),
(2150, 1448, 40, 40),
(2108, 1401, 40, 40),
(2605, 2468, 80, 80),
(2640, 2426, 80, 80),
(2582, 2424, 80, 80),
(3329, 1651, 160, 160),
(3308, 1520, 160, 160),
(3173, 1537, 160, 160),
(3192, 1671, 160, 160),
(3259, 1805, 80, 80),
(3340, 1801, 80, 80),
(3456, 1662, 80, 80),
(3450, 1577, 80, 80),
(3320, 1461, 80, 80),
(3235, 1471, 80, 80),
(3114, 1602, 80, 80),
(3121, 1700, 80, 80),
(3138, 1568, 40, 40),
(3197, 1510, 40, 40),
(3389, 1486, 40, 40),
(3449, 1543, 40, 40),
(3482, 1740, 40, 40),
(3421, 1800, 40, 40),
(3232, 1818, 40, 40),
(3163, 1769, 40, 40),
(3147, 1806, 80, 80),
(3191, 1852, 80, 80),
(3111, 1846, 80, 80),
(3150, 1885, 80, 80),
(3121, 1927, 80, 80),
(3086, 1972, 80, 80),
(3051, 2013, 80, 80),
(3018, 2052, 80, 80),
(2985, 2095, 80, 80),
(2951, 2138, 80, 80),
(2911, 2180, 80, 80),
(2869, 2224, 80, 80),
(2828, 2271, 80, 80),
(2785, 2321, 80, 80),
(2743, 2365, 80, 80),
(2705, 2406, 80, 80),
(2731, 2460, 80, 80),
(2670, 2472, 80, 80),
(2708, 2373, 40, 40),
(2746, 2326, 40, 40),
(2788, 2283, 40, 40),
(2836, 2238, 40, 40),
(2870, 2188, 40, 40),
(2915, 2145, 40, 40),
(2948, 2103, 40, 40),
(2982, 2057, 40, 40),
(3017, 2012, 40, 40),
(3042, 1980, 40, 40),
(3088, 1941, 40, 40),
(3033, 1908, 80, 80),
(3000, 1950, 80, 80),
