(1147, 2262),
(1152, 2251, 40, 40),
(740, 2601, 40, 40),
(1311, 3101, 40, 40),
(1912, 3094, 40, 40),
(2208, 1601, 40, 40),
(3200, 1005, 40, 40),
(1096, 2190, 160, 160),
(680, 2544, 160, 160),
(1251, 3039, 160, 160),
(1855, 3035, 160, 160),
(1041, 2256, 80, 80),
(960, 2414, 80, 80),
(792, 2480, 80, 80),
(1078, 2323, 40, 40),
(1026, 2321, 40, 40),
(1053, 2341, 40, 40),
(1008, 2347, 40, 40),
(1033, 2365, 40, 40),
(1021, 2399, 40, 40),
(991, 2378, 40, 40),
(921, 2424, 40, 40),
(946, 2455, 40, 40),
(913, 2466, 40, 40),
(891, 2440, 40, 40),
(874, 2480, 40, 40),
(854, 2455, 40, 40),
(805, 2551, 80, 80),
(717, 2494, 80, 80),
(874, 2522, 40, 40),
(901, 2506, 40, 40),
(934, 2491, 40, 40),
(971, 2488, 40, 40),
(959, 2391, 40, 40),
(1004, 2467, 40, 40),
(1017, 2421, 40, 40),
(1050, 2392, 40, 40),
(1078, 2369, 40, 40),
(1102, 2344, 40, 40),
(1072, 2227, 40, 40),
(1133, 2203, 40, 40),
(748, 2678, 80, 80),
(880, 2693, 80, 80),
(934, 2823, 80, 80),
(1070, 2858, 80, 80),
(1134, 2985, 80, 80),
(1215, 3068, 40, 40),
(1179, 3047, 40, 40),
(1211, 3029, 40, 40),
(1100, 2968, 40, 40),
(1101, 2929, 40, 40),
(1055, 2919, 40, 40),
(1131, 2950, 40, 40),
(1068, 2947, 40, 40),
(1041, 2883, 40, 40),
(1022, 2851, 40, 40),
(995, 2872, 40, 40),
(994, 2836, 40, 40),
(939, 2793, 40, 40),
(909, 2810, 40, 40),
(928, 2770, 40, 40),
(890, 2782, 40, 40),
(884, 2755, 40, 40),
(916, 2743, 40, 40),
(851, 2730, 40, 40),
(852, 2697, 40, 40),
(824, 2676, 40, 40),
(816, 2622, 40, 40),
(846, 2656, 40, 40),
(812, 2713, 40, 40),
(826, 2732, 40, 40),
(864, 2760, 40, 40),
(1065, 2830, 40, 40),
(1161, 2956, 40, 40),
(1111, 2995, 40, 40),
(1199, 2996, 40, 40),
(1262, 3054, 40, 40),
(1244, 3125, 40, 40),
(1281, 3149, 40, 40),
(1364, 3120, 80, 80),
(1574, 3050, 80, 80),
(1821, 3133, 80, 80),
(1718, 3054, 80, 80),
(1648, 3081, 80, 80),
(1505, 3080, 80, 80),
(1427, 3051, 80, 80),
(1399, 3092, 40, 40),
(1466, 3119, 40, 40),
(1497, 3054, 40, 40),
(1539, 3048, 40, 40),
(1583, 3121, 40, 40),
(1616, 3118, 40, 40),
(1648, 3051, 40, 40),
(1691, 3052, 40, 40),
(1715, 3121, 40, 40),
(1763, 3123, 40, 40),
(1786, 3092, 80, 80),
(1794, 3063, 40, 40),
(1830, 3067, 40, 40),
(1409, 3133, 80, 80),
(1388, 3060, 40, 40),
(1965, 2973, 80, 80),
(1892, 2969, 80, 80),
(1917, 2893, 80, 80),
(1980, 2940, 40, 40),
(1986, 2899, 40, 40),
(1987, 2820, 80, 80),
(1976, 2644, 80, 80),
(2069, 2507, 80, 80),
(2032, 2358, 80, 80),
(2105, 2227, 80, 80),
(2082, 2061, 80, 80),
(2158, 1904, 80, 80),
(2125, 1760, 80, 80),
(2207, 1627, 80, 80),
(1958, 2863, 40, 40),
(1950, 2827, 40, 40),
(1989, 2787, 40, 40),
(1914, 2748, 80, 80),
(2012, 2751, 40, 40),
(1992, 2716, 40, 40),
(2030, 2713, 40, 40),
(1981, 2753, 40, 40),
(2014, 2785, 40, 40),
(2004, 2892, 40, 40),
(2016, 2581, 80, 80),
(1991, 2612, 40, 40),
(1997, 2580, 40, 40),
(2042, 2670, 40, 40),
(2076, 2580, 40, 40),
(2044, 2543, 40, 40),
(2046, 2492, 40, 40),
(2088, 2475, 40, 40),
(2035, 2414, 80, 80),
(2105, 2446, 40, 40),
(2093, 2411, 40, 40),
(2074, 2334, 40, 40),
(2089, 2306, 80, 80),
(2105, 2373, 40, 40),
(2080, 2289, 40, 40),
(2139, 2197, 40, 40),
(2084, 2130, 40, 40),
(2129, 2160, 40, 40),
(2120, 2129, 40, 40),
(2085, 2245, 40, 40),
(2051, 2322, 40, 40),
(2089, 2213, 40, 40),
(2113, 2202, 40, 40),
(2093, 2154, 40, 40),
(2084, 2184, 40, 40),
(2132, 2297, 40, 40),
(2025, 2527, 40, 40),
(2069, 2627, 40, 40),
(1964, 2716, 40, 40),
(2009, 2925, 40, 40),
(1984, 3070, 40, 40),
(1995, 3036, 40, 40),
(2128, 2054, 40, 40),
(2095, 2025, 40, 40),
(2129, 2016, 40, 40),
(2117, 1980, 40, 40),
(2148, 1971, 40, 40),
(2134, 1939, 40, 40),
(2151, 1886, 40, 40),
(2216, 1696, 40, 40),
(2187, 1666, 40, 40),
(2162, 1727, 40, 40),
(2182, 1699, 40, 40),
(2210, 1734, 40, 40),
(2186, 1746, 40, 40),
(2205, 1779, 40, 40),
(2183, 1874, 40, 40),
(2140, 1855, 40, 40),
(2179, 1810, 40, 40),
(2193, 1851, 40, 40),
(2154, 1837, 40, 40),
(2204, 1817, 40, 40),
(2184, 1785, 40, 40),
(2127, 1904, 40, 40),
(2115, 1961, 40, 40),
(2125, 1974, 80, 80),
(2064, 2267, 40, 40),
(2120, 2484, 40, 40),
(2127, 2415, 40, 40),
(2134, 2369, 40, 40),
(2161, 2223, 40, 40),
(2160, 2165, 40, 40),
(2151, 2121, 40, 40),
(2152, 2068, 40, 40),
(2158, 2040, 40, 40),
(2188, 1975, 40, 40),
(2213, 1897, 40, 40),
(2221, 1854, 40, 40),
(2227, 1807, 40, 40),
(2229, 1771, 40, 40),
(2238, 1719, 40, 40),
(2247, 1686, 40, 40),
(2329, 1581, 80, 80),
(2428, 1451, 80, 80),
(2646, 1410, 80, 80),
(2744, 1263, 80, 80),
(2534, 1393, 80, 80),
(2661, 1311, 80, 80),
(2414, 1543, 80, 80),
(2514, 1471, 80, 80),
(2288, 1657, 80, 80),
(2252, 1553, 80, 80),
(2348, 1512, 80, 80),
(2725, 1339, 80, 80),
(2864, 1258, 80, 80),
(2965, 1159, 80, 80),
(3079, 1126, 80, 80),
(3134, 1045, 80, 80),
(2271, 1629, 40, 40),
(2305, 1630, 40, 40),
(2319, 1549, 40, 40),
(2388, 1585, 40, 40),
(2349, 1663, 40, 40),
(2436, 1522, 40, 40),
(2411, 1500, 40, 40),
(2484, 1517, 40, 40),
(2474, 1552, 40, 40),
(2497, 1445, 40, 40),
(2587, 1474, 40, 40),
(2523, 1422, 40, 40),
(2604, 1398, 40, 40),
(2617, 1439, 40, 40),
(2606, 1368, 40, 40),
(2710, 1400, 40, 40),
(2649, 1385, 40, 40),
(2689, 1375, 40, 40),
(2633, 1337, 40, 40),
(2736, 1303, 40, 40),
(2787, 1340, 40, 40),
(2805, 1258, 40, 40),
(2812, 1313, 40, 40),
(2848, 1307, 40, 40),
(2832, 1280, 40, 40),
(2848, 1228, 40, 40),
(2916, 1226, 40, 40),
(2934, 1263, 40, 40),
(2879, 1226, 40, 40),
(2902, 1189, 40, 40),
(2937, 1193, 40, 40),
(2983, 1231, 40, 40),
(2942, 1225, 40, 40),
(2945, 1161, 40, 40),
(3012, 1133, 40, 40),
(3054, 1131, 40, 40),
(3023, 1205, 40, 40),
(3015, 1166, 40, 40),
(3064, 1157, 40, 40),
(3049, 1187, 40, 40),
(3056, 1109, 40, 40),
(3108, 1078, 40, 40),
(3089, 1104, 40, 40),
(3133, 1137, 40, 40),
(3129, 1106, 40, 40),
(3156, 1122, 40, 40),
(3188, 1073, 40, 40),
(3180, 1115, 40, 40),
(3221, 1048, 40, 40),
(3166, 1019, 40, 40),
(3224, 1107, 40, 40),
(3196, 1040, 40, 40),
(3221, 1077, 40, 40),
(3098, 580, 40, 40),
(3507, 1001, 40, 40),
(3423, 1545, 40, 40),
(3179, 974, 160, 160),
(3215, 970, 40, 40),
(3179, 971, 40, 40),
(3206, 932, 40, 40),
(3172, 936, 40, 40),
(3159, 865, 80, 80),
(3145, 833, 40, 40),
(3183, 832, 40, 40),
(3140, 797, 40, 40),
(3174, 796, 40, 40),
(3122, 722, 80, 80),
(3111, 687, 40, 40),
(3152, 685, 40, 40),
(3105, 652, 40, 40),
(3144, 650, 40, 40),
(3080, 574, 80, 80),
(3146, 623, 40, 40),
(3139, 582, 40, 40),
(3166, 615, 80, 80),
(3211, 684, 40, 40),
(3245, 655, 40, 40),
(3236, 701, 40, 40),
(3267, 672, 40, 40),
(3269, 699, 80, 80),
(3313, 768, 40, 40),
(3344, 733, 40, 40),
(3337, 784, 40, 40),
(3359, 759, 40, 40),
(3362, 787, 80, 80),
(3376, 752, 40, 40),
(3406, 854, 40, 40),
(3435, 817, 40, 40),
(3439, 853, 40, 40),
(3430, 882, 40, 40),
(3459, 840, 40, 40),
(3449, 876, 80, 80),
(3476, 949, 40, 40),
(3502, 925, 40, 40),
(3519, 962, 40, 40),
(3488, 975, 40, 40),
(3509, 984, 80, 80),
(3473, 1056, 80, 80),
(3482, 1024, 40, 40),
(3433, 1212, 80, 80),
(3373, 1427, 80, 80),
(3452, 1121, 40, 40),
(3487, 1124, 40, 40),
(3433, 1156, 40, 40),
(3470, 1160, 40, 40),
(3420, 1191, 40, 40),
(3465, 1191, 40, 40),
(3402, 1220, 40, 40),
(3405, 1251, 40, 40),
(3435, 1277, 40, 40),
(3399, 1283, 40, 40),
(3435, 1315, 40, 40),
(3391, 1318, 40, 40),
(3272, 1497, 160, 160),
(3385, 1500, 160, 160),
(3339, 1607, 160, 160),
(3361, 1339, 40, 40),
(3409, 1345, 40, 40),
(3387, 1351, 40, 40),
(3354, 1378, 40, 40),
(3408, 1375, 40, 40),
(3380, 1384, 40, 40),
(3356, 1415, 40, 40),
(3401, 1366, 80, 80),
(3366, 1288, 80, 80),
(3380, 1261, 40, 40),
(3456, 1087, 40, 40),
(3425, 1129, 40, 40),
(3410, 1183, 40, 40),
(3444, 1182, 40, 40),
(3462, 1128, 40, 40),
(3526, 1057, 40, 40),
(3307, 1428, 80, 80),
(3428, 1427, 80, 80),
(1147, 2278, 160, 160),
(1186, 2176, 160, 160),
(1129, 2361, 40, 40),
(1288, 2320, 40, 40),
(1303, 2209, 40, 40),
(1219, 2167, 40, 40),
(1137, 2170, 40, 40),
(1035, 2443, 40, 40),
(1052, 2421, 40, 40),
(1079, 2406, 40, 40),
(1112, 2385, 40, 40),
(960, 2780, 40, 40),
(986, 2809, 40, 40),
(3328, 1492),
