(630, 1980),
(684, 2011, 80, 80),
(671, 1943, 80, 80),
(603, 1956, 80, 80),
(618, 2019, 80, 80),
(649, 2086, 40, 40),
(690, 2084, 40, 40),
(718, 2076, 40, 40),
(630, 1926, 40, 40),
(673, 1920, 40, 40),
(572, 1991, 40, 40),
(579, 2027, 40, 40),
(587, 2061, 40, 40),
(594, 1930, 40, 40),
(740, 1975, 40, 40),
(751, 1999, 40, 40),
(757, 2031, 40, 40),
(1212, 1894, 80, 80),
(1280, 1893, 80, 80),
(1281, 1959, 80, 80),
(1211, 1958, 80, 80),
(1247, 1925, 80, 80),
(1247, 1863, 80, 80),
(1180, 1926, 80, 80),
(1247, 1990, 80, 80),
(1311, 1931, 80, 80),
(1174, 1897, 40, 40),
(1212, 1869, 40, 40),
(1308, 1863, 40, 40),
(1349, 1897, 40, 40),
(1349, 1995, 40, 40),
(1322, 2032, 40, 40),
(1229, 2032, 40, 40),
(1199, 2004, 40, 40),
(644, 1990, 80, 80),
(632, 1922, 80, 80),
(574, 1994, 80, 80),
(656, 2061, 80, 80),
(715, 1982, 80, 80),
(719, 1939, 40, 40),
(585, 1946, 40, 40),
(635, 2089, 40, 40),
(736, 2077, 40, 40),
(782, 1995, 80, 80),
(808, 1959, 80, 80),
(762, 1957, 80, 80),
(842, 1987, 80, 80),
(863, 1956, 80, 80),
(908, 1989, 80, 80),
(923, 1947, 80, 80),
(967, 1985, 80, 80),
(981, 1938, 80, 80),
(1026, 1982, 80, 80),
(1034, 1932, 80, 80),
(1064, 1971, 80, 80),
(1080, 1926, 80, 80),
(1119, 1968, 80, 80),
(1133, 1920, 80, 80),
(1160, 1968, 80, 80),
(1475, 1132, 80, 80),
(1475, 1098, 80, 80),
(1511, 1116, 80, 80),
(1441, 1118, 80, 80),
(1436, 1080, 80, 80),
(1521, 1080, 80, 80),
(1478, 1061, 80, 80),
(1309, 1147, 80, 80),
(1336, 982, 80, 80),
(1560, 947, 80, 80),
(1443, 954, 80, 80),
(1649, 1059, 80, 80),
(1596, 1222, 80, 80),
(1307, 1835, 80, 80),
(1277, 1797, 80, 80),
(1332, 1778, 80, 80),
(1292, 1738, 80, 80),
(1352, 1718, 80, 80),
(1307, 1678, 80, 80),
(1374, 1659, 80, 80),
(1319, 1614, 80, 80),
(1379, 1595, 80, 80),
(1333, 1554, 80, 80),
(1398, 1535, 80, 80),
(1354, 1490, 80, 80),
(1418, 1476, 80, 80),
(1371, 1425, 80, 80),
(1437, 1413, 80, 80),
(1391, 1368, 80, 80),
(1447, 1363, 80, 80),
(1400, 1312, 80, 80),
(1461, 1303, 80, 80),
(1413, 1256, 80, 80),
(1470, 1248, 80, 80),
(1430, 1209, 80, 80),
(1474, 1190, 80, 80),
(1445, 1154, 80, 80),
(1488, 1163, 80, 80),
(1656, 1129, 40, 40),
(1644, 1159, 40, 40),
(1631, 1189, 40, 40),
(1587, 1113, 40, 40),
(1614, 1125, 40, 40),
(1616, 1153, 40, 40),
(1581, 1142, 40, 40),
(1597, 1175, 40, 40),
(1562, 1158, 40, 40),
(1585, 1171, 40, 40),
(1584, 1082, 40, 40),
(1618, 1092, 40, 40),
(1554, 1197, 40, 40),
(1590, 1203, 40, 40),
(2601, 1633, 40, 40),
(2765, 1544, 40, 40),
(2802, 1512, 40, 40),
(2812, 1666, 40, 40),
(2810, 1446, 40, 40),
(2821, 1325, 40, 40),
(2641, 1298, 40, 40),
(1677, 1152, 40, 40),
(1663, 1185, 40, 40),
(1706, 1166, 40, 40),
(1687, 1177, 40, 40),
(1699, 1202, 40, 40),
(1746, 1171, 40, 40),
(1742, 1215, 40, 40),
(1724, 1190, 40, 40),
(1787, 1181, 40, 40),
(1775, 1227, 40, 40),
(1763, 1198, 40, 40),
(1826, 1195, 40, 40),
(1811, 1229, 40, 40),
(1798, 1210, 40, 40),
(1861, 1210, 40, 40),
(1852, 1248, 40, 40),
(1838, 1225, 40, 40),
(1899, 1214, 40, 40),
(1891, 1260, 40, 40),
(1880, 1237, 40, 40),
(1930, 1263, 40, 40),
(1934, 1223, 40, 40),
(1916, 1238, 40, 40),
(1970, 1274, 40, 40),
(1975, 1226, 40, 40),
(1957, 1251, 40, 40),
(2009, 1280, 40, 40),
(2003, 1258, 40, 40),
(2006, 1232, 40, 40),
(2050, 1237, 40, 40),
(2045, 1287, 40, 40),
